	Taxonomy	CXD_0801_FDSW210423161-1r	CXD_0802_FDSW210423162-1r	CXD_0803_FDSW210423163-1r	CXD_0804_FDSW210423164-1r	CXD_0805_FDSW210423165-1r	CXD_0807_FDSW210423167-1r	CXD_1001_FDSW210423173-1r	CXD_1003_FDSW210423175-1r	CXD_1004_FDSW210423176-1r	CXD_1007_FDSW210423179-1r	CXD_1009_FDSW210423181-1r	CXD_1015_FDSW210423187-1r	CXD_1201_FDSW210423188-1r	CXD_1202_FDSW210423189-1r	CXD_1203_FDSW210423190-1r	CXD_1213_FDSW210423200-1r	CXD_1214_FDSW210423201-1r	CXD_1215_FDSW210423202-1r	CXD_0204_FDSW210423206-1r	CXD_0209_FDSW210423211-1r	CXD_0210_FDSW210423212-1r	CXD_0213_FDSW210423215-1r	CXD_0214_FDSW210423216-1r	CXD_0215_FDSW210423217-1r	CXD_1401_FDSW210423218-1r	CXD_1402_FDSW210423219-1r	CXD_1408_FDSW210423225-1r	CXD_1412_FDSW210423229-1r	CXD_1414_FDSW210423231-1r	CXD_1415_FDSW210423232-1r	CXD_1604_FDSW210423236-1r	CXD_1609_FDSW210423241-1r	CXD_1610_FDSW210423242-1r	CXD_1611_FDSW210423243-1r	CXD_1612_FDSW210423244-1r	CXD_1613_FDSW210423245-1r
QD_2021_02_bin_69	Deltaproteobacteria	28.85895741	29.23874698	26.2975429	33.01719977	9.015178384	36.13926698	9.565847375	9.009056755	13.24772377	38.10594665	12.95546339	4.026364978	7.784032953	9.272076334	23.22279724	6.500439537	8.245193458	8.36854706	18.70155585	55.24201816	32.99671227	5.540639128	4.212686943	4.878883167	12.71548893	6.211645759	71.1706551	0	5.800708304	5.170163609	1.919582609	56.76627552	1.168395077	3.443567393	2.796891739	1.316147945
QD_2021_06_bin_113	Deltaproteobacteria	104.0674563	64.74403288	72.73342006	93.63466718	30.80425118	107.3845032	17.82541812	12.68819722	39.66455792	133.3832168	28.59611558	6.825729667	15.84802436	13.46449585	41.67151891	13.92055128	18.32558969	14.31017111	28.05495723	21.39190067	47.2049143	6.81000171	5.181492708	7.643105207	26.57886454	39.91111754	52.88107526	34.71046737	5.65274501	4.452632167	26.63177977	68.57526493	1.491140812	4.755577291	5.007505059	2.761392606
QD_2020_10_bin_196	Deltaproteobacteria	50.80714261	131.0539185	157.33456	65.54972562	55.74453233	63.37315208	31.54454537	14.3326492	40.23933638	68.62959426	15.46662769	3.59811515	20.30711472	21.94010445	56.96011003	4.665941925	7.228831309	7.707612141	23.93374355	13.83594343	9.697236668	1.646981814	1.059381668	3.321699307	92.55959142	107.3205676	56.08820659	0	2.331818791	1.15157993	122.656507	42.0172357	0	1.229921031	1.050369287	0.449448248
QD_2020_08_bin_267	Deltaproteobacteria	26.89479915	17.8367728	20.55372287	16.42163346	41.79022318	28.97233641	26.89411374	41.43592676	34.57318372	20.53046181	37.10372618	49.88311996	31.22412951	37.61210098	20.53503004	38.89205939	43.18598923	54.80478273	34.76241179	40.6305932	37.52385937	38.50726101	36.09510543	40.64781603	20.56404048	18.38847984	33.99601959	20.54252295	50.17622971	38.37536861	28.30309789	24.25205373	23.36087258	28.70973524	28.36769629	36.46394365
QD_2020_10_bin_30	Deltaproteobacteria	24.42832769	24.47077185	9.605981719	19.74817474	25.78884179	21.8821667	18.50029216	22.11236894	23.51544491	15.64169011	39.82583628	51.58048448	21.05415636	21.56648449	21.06600029	33.23030317	36.68549605	30.28924998	22.34568989	27.97109131	40.41811807	16.3546927	14.1546207	22.96241846	25.38070844	14.25191118	39.46222881	0	23.56832274	27.44219759	28.88040577	28.84746992	7.736877266	11.8164392	11.05066487	10.77645785
QD_2021_04_bin_261	Deltaproteobacteria	0	0	0	0	0	1.349526397	0.700776131	1.271968906	0	2.553276381	2.711607079	0.334468626	0	0.258694736	1.138842822	6.568646343	2.515661629	1.750072658	0.162875508	0	2.008403514	2.192026923	0.216875472	1.393497871	7.705818934	3.820344923	57.84146977	0	0.027817045	0	38.53091578	28.16070413	0	0.548552549	0.913118058	0
QD_2020_10_bin_94	Deltaproteobacteria	5.479332078	3.159993555	9.111077746	7.200399527	1.152793574	15.39639501	3.698979469	2.135069541	6.203573626	56.39035538	13.44099823	1.559312505	1.385356361	2.910945073	8.064357844	5.990698903	3.341863891	2.425148084	5.125385068	8.85040868	5.64029295	1.976279634	1.072000472	0.882466685	1.637247138	0.222946564	13.39115845	8.159168888	2.813164046	1.140541995	0	25.34378075	0	0.97717261	0.373477656	0.192924092
QD_2021_04_bin_215	Deltaproteobacteria	0.376720566	0.42993643	0.722563939	0.652470936	0.403377945	0.124587712	0.264863843	0.02304017	0	0.306246535	0	0	0.005086863	0.045464868	0.186900039	0	0	0	0.555340077	0	0.091666613	0	0	0	27.8839223	21.36188204	0.851365102	0	0	0	21.84799934	0.223828908	0	0	0	0
QD_2020_12_bin_113	Deltaproteobacteria	1.000399712	0.290127789	6.293212611	0.874731824	2.169466466	4.19319437	4.290112453	1.717631183	4.217620555	3.365239583	6.588427974	3.722363219	5.557553717	8.284175701	24.46796677	5.054551296	3.646226186	1.109170743	9.575515017	2.871102407	1.120108904	1.019928698	0.988259845	1.50104679	4.327598778	0.064340704	0.918372243	10.0726458	2.166386794	1.230458763	0	0.805866645	0	0	0	0
QD_2021_02_bin_101	Deltaproteobacteria	2.091304216	0	1.921401807	13.92462632	11.42245715	4.103593434	1.616826992	3.318400539	5.501347886	2.332891944	1.571711607	1.502416478	1.690930142	2.287707302	1.674815975	2.0937742	7.084750799	2.64238886	13.99130496	4.577444598	14.25258302	21.04754981	18.32128742	24.53378889	24.68464162	47.54177487	21.15956477	16.90727637	1.407624013	0.708765103	9.760063822	4.109210963	0.323412751	0.845207941	0.746018336	0.955478505
QD_2021_06_bin_173	Deltaproteobacteria	1.825804665	0.332508362	1.108417505	4.390082231	4.386404451	0.02376336	0.289375054	0.655530415	0.393525926	0.353088086	0	0	0.516994623	0.297212266	0.082531833	0	0	0	2.140282012	0	0	0	0	0.449707163	30.36011588	41.15718451	1.258037994	0	0	0	39.01568399	0	0	0	0	0
QD_2021_04_bin_252	Deltaproteobacteria	3.619059763	3.101721539	0.255947253	1.433551857	1.194785326	0	0.737104287	0	0	0	0	0	0.771013524	0.650665823	0	0	0	0	0.142589437	0	0	0	0	0	11.29010841	32.3053192	0	8.278919272	0	0	17.92404593	0	0	0	0	0
QD_2021_04_bin_178	Deltaproteobacteria	206.3539914	60.87529052	20.14663319	68.06799748	7.309783491	12.46477482	17.37637923	5.519784431	1.440766595	0	0	0	5.3856515	3.725617806	75.94162082	0	0	0	2.660819293	0	0	0	0	0	75.82116163	36.48108564	3.901304382	0	0	0	40.59732583	0	0	0	0	0
QD_2020_08_bin_233	Deltaproteobacteria	23.46179017	66.35705312	18.21990495	52.09435554	46.85067564	34.75826119	36.11128237	38.35386942	54.61644762	39.59713706	72.74189544	100.3207594	42.0566347	46.05329293	36.57329228	103.2778844	90.94706027	65.84994008	61.97458338	60.36714288	84.59152294	72.03971375	68.11194265	77.63987621	21.48658298	22.9343195	42.66320309	0.499895947	118.5272716	112.042579	29.73187631	64.34640403	62.88124092	64.31937428	57.47942909	63.7642058
QD_2020_08_bin_147	Euryarchaeota	15.65998639	7.221141674	61.51181231	18.52514287	7.008242658	85.19620392	5.199330863	8.089663743	8.584851118	51.0368853	7.572138561	2.764478954	7.054836702	5.905541974	24.3151778	2.287959447	3.819007392	5.429758224	5.085316741	5.611898534	13.89742061	2.458926391	2.08210382	2.105101984	15.83330779	12.03038946	22.30847141	53.01450016	3.407046604	1.022703393	3.954851834	35.58036989	0.748385297	1.118869288	0.915076095	0.338133488
QD_2020_08_bin_299	Firmicutes	17.88871077	12.37185663	54.62383135	14.39799708	5.196573954	20.1674092	4.471755869	1.917507732	6.73691755	33.89107702	3.882138445	0.220429519	2.965335118	3.535935447	17.32497609	0.746824543	2.429538295	2.753621913	3.195646466	2.013495414	4.535403216	0	0	0.641481765	17.45619424	16.96533613	3.577537326	9.353081524	0	0	7.69813919	5.225442528	0	0	0	0
QD_2020_08_bin_326	Firmicutes	3.414636817	5.497648115	22.49834887	4.822522973	2.401089693	4.592445311	1.963748994	0.173364137	2.135830187	11.98106118	0.436247739	0	0.830993662	0.35791981	4.254579583	0	0.256383853	0.181005263	0.172673701	0.021171402	0.378405261	0	0	0	6.293350465	12.37973927	2.129917217	25.97719567	0	0	4.482083588	1.376920407	0	0	0	0
QD_2021_02_bin_124	Firmicutes	0	0	0	6.442975145	0.207869265	0	0	0	0	0	0	0	0	0	0	0	0	0	39.75218289	0	5.829255956	66.35637064	21.27667514	35.38265918	61.68351088	43.94120286	65.42218348	1.864154112	0	0	3.721236228	0.470184175	0	0	0	0
QD_2021_02_bin_171	Firmicutes	0.130825419	0	4.295944359	7.656206899	11.29665031	3.469979244	0.331329892	0.414945548	1.768129842	0.891063882	0	0	0	0.112071106	0	0	0.634261166	0.921573722	74.08163937	0.319461118	59.49946626	552.98491	223.0811687	149.2376781	69.98785733	33.50953421	54.41276947	22.31643995	0	0	10.03765347	0.889660917	0	0	0.164669005	0.02757292
QD_2020_08_bin_193	Firmicutes	7.610972083	0.976785154	82.13960497	4.504138081	27.91098762	0.401119673	0.947694035	0.349852454	10.47728331	1.88026814	0	0	1.325415805	1.132634961	0.462882459	0	0	0	1.383082362	0	0	0	0	0	13.21851262	28.15906493	1.531955106	0	0	0	9.391764856	0	0	0	0	0
QD_2020_08_bin_119	Gammaproteobacteria	32.38558023	43.51563535	0.870171966	19.79640214	0.027307818	0.81497287	10.01606806	2.610868775	0.147349167	0	0	0	20.05099867	5.822579069	10.59572864	0	0	0	3.212262213	0	0	0	0	0	9.362211733	55.04327508	0	0	0	0	73.61271528	0	0	0	0	0
QD_2020_08_bin_157	Gammaproteobacteria	25.63745755	23.52557772	16.42930129	27.59527852	39.75835786	32.80317769	46.28159551	56.37376422	79.25265585	42.47171532	84.00235387	79.31454657	55.6827369	59.05917173	47.73683377	91.29667521	72.14473506	80.19128406	101.5010569	59.03908375	58.64243974	112.3961392	132.6779491	124.5890579	8.252393121	6.016348904	21.52743147	0.111002544	93.27661345	132.0375917	4.783920662	29.52986471	191.9079156	156.9210862	149.0956197	144.8020154
QD_2020_08_bin_240	Gammaproteobacteria	21.70987155	44.16889811	20.8772271	23.36608634	21.22547993	23.68262988	28.55887554	18.98532499	32.5399541	20.45643163	34.94613841	35.57700983	18.41930767	26.76653984	21.16645363	43.69114714	33.49324215	33.45696731	32.80660459	39.88724561	28.32008461	27.23946582	27.26137986	29.12958397	15.67223472	9.44142361	17.5088539	8.878514272	41.62036928	48.70532902	11.95657298	26.97409237	49.62821799	45.6018692	50.10477986	35.06606637
QD_2020_08_bin_290	Gammaproteobacteria	23.46079704	19.98014817	36.58564466	20.51578459	71.33131258	90.20228745	63.35945199	125.5311938	82.43616534	48.75624734	72.92967366	76.52962133	62.50473662	71.8626049	45.68648109	52.51837951	57.48205976	89.21609564	59.43550051	62.5371136	44.63600984	61.67904889	73.61573609	49.32353867	34.03232891	40.29664992	36.19234203	0.410155216	69.06258525	36.72218412	34.35404285	36.82677218	44.96499251	74.96465103	70.37096802	111.6644452
QD_2020_10_bin_154	Gammaproteobacteria	265.3885937	373.8540756	76.91328297	248.6568072	170.1988525	95.33176383	204.2267573	193.1571409	140.3798523	71.01295735	121.3746468	120.6483438	227.5893007	163.9321868	139.7022878	91.25164129	109.715063	142.8652205	179.167812	139.3930555	108.071245	133.1618793	125.3842395	142.3512569	225.8630266	205.0867836	139.009681	1.533868297	62.08792806	58.31666477	219.1721044	101.7045061	67.37411946	85.64824809	87.20086891	71.18296218
QD_2020_10_bin_227	Gammaproteobacteria	4.642633223	3.965202629	1.05750832	3.516222978	5.064883221	4.085496178	14.82979819	12.84983499	8.966113589	2.608912421	8.47582406	4.148727941	15.68602972	9.540424419	7.174152688	5.465914038	4.963826892	6.73413899	12.51633083	5.116847891	4.740380363	8.523473622	10.64660084	11.31639376	2.557355982	1.794735184	0.236271832	0.032120717	2.17265458	3.116274731	0.58854353	0.492865476	10.50799036	9.096903009	10.83506231	8.303940377
QD_2020_10_bin_244	Gammaproteobacteria	186.5662167	223.0387008	106.6920643	186.2622681	219.3983845	120.5224123	249.8666323	228.1378587	180.6133288	108.702069	145.6183408	184.3594659	260.0597476	228.9523445	163.7443011	139.0778438	153.6114246	180.3823769	223.3907723	153.0939709	131.6209551	176.9005839	175.5761914	193.1551754	176.6862789	178.445009	128.1998917	0	102.1149207	92.073847	202.5026957	125.3898905	138.2925701	147.3051974	142.7995785	129.8918621
QD_2020_10_bin_257	Gammaproteobacteria	0.704457799	0	0	0.227413043	3.368098858	1.762883543	0	8.553017403	1.464349563	4.245115787	5.359268806	7.874066911	0	1.011646127	0.343808759	5.784630537	5.274465188	6.755537411	2.165598167	1.508489883	5.384321172	2.5094231	2.833881824	4.245715044	0.068100837	0	5.918231683	12.3233373	0.290180746	0.376588505	0	0.604926699	0	0.276277704	0	0
QD_2021_02_bin_142	Gammaproteobacteria	24.73713519	34.92865579	18.90735919	38.99587564	30.02185841	31.32443948	25.76450924	28.12025755	33.9025625	30.06382647	50.96964235	32.39258645	32.77042791	27.80092322	32.88395443	32.39709003	34.35909912	36.13192539	57.29330149	40.03091874	41.54434423	46.17378987	48.54015876	51.89417992	25.9931958	18.06687121	35.05067884	0	28.51184841	27.39957274	14.51109477	34.21418703	18.62740533	22.5676256	20.67229341	24.98791042
QD_2021_02_bin_169	Gammaproteobacteria	59.67628185	78.33666872	36.18223668	71.24278544	64.54085644	40.63965372	66.43973472	48.67216689	60.4152303	33.3811961	50.66559873	49.81794961	64.74710311	53.63029546	39.19524078	42.46335372	44.39592781	52.86130706	79.01017892	56.73427955	50.75498002	54.52645499	50.28528226	62.5045616	46.0134075	47.0249701	37.32824468	0	27.52928915	30.68415544	59.37621253	42.16774333	35.76814922	35.80420618	39.58758038	28.36358064
QD_2021_02_bin_182	Gammaproteobacteria	25.54538238	40.25757307	23.78594965	34.78268009	36.37199471	24.89858322	50.71358668	37.74803538	37.75832823	17.79409667	31.7347489	41.16824715	48.82011038	56.92779825	40.67149455	45.55179608	50.8637891	81.07508289	44.86624051	38.29128471	42.64499794	49.40355961	45.60620177	54.52917688	40.67420738	32.68627137	33.7367237	0	38.70321912	29.09086632	47.33030517	28.92073194	25.951726	31.22374098	23.44620426	31.52486122
QD_2021_04_bin_132	Gammaproteobacteria	6.350111774	9.271773658	7.149869662	8.848196825	14.61470463	9.521395469	16.34351952	27.82564475	15.43428668	10.55111713	13.7544709	17.3866002	16.41709261	18.36627266	12.10941603	16.87589505	16.32903829	12.03976151	15.78493732	13.22476036	12.00918037	19.49351066	21.4211275	16.81007733	7.303513282	12.20597874	13.19623157	0	13.12640306	8.960216439	10.97282774	11.19716659	16.58442883	21.72337949	21.06661152	19.52506405
QD_2021_04_bin_67	Gammaproteobacteria	101.1818536	170.8773822	112.0879466	99.6772875	146.4462164	92.82242045	196.6071513	135.4475932	173.7842168	81.64924156	134.151016	182.2324031	180.1423588	208.8555465	154.7548895	164.6570517	158.3845638	173.6395361	181.3113103	163.1798825	101.1945845	146.4991174	141.4287078	159.3985648	119.3396432	76.42429351	133.1055986	0	175.6275907	184.5395431	113.8607302	131.9404959	221.8861837	202.9682124	191.8450502	179.7540708
QD_2021_04_bin_69	Gammaproteobacteria	1.80230882	0	0.740598629	4.288723355	8.902612872	3.956444409	1.168314004	6.560325391	9.44570778	7.168489026	3.217377281	0.844939878	3.293651023	3.873194952	7.350685906	2.564839788	2.724261998	6.231003245	18.20629012	1.922712362	32.51627074	14.24658293	32.38308995	32.17223968	39.76875515	30.96577984	21.9806962	3.686004025	1.056567675	0.580417105	4.59093537	3.325055722	0.368248368	0.839744044	0.793657426	2.105504841
QD_2021_06_bin_104	Gammaproteobacteria	1.894971961	1.741524484	4.587410593	1.555904836	5.936917946	3.282212823	4.735722555	6.081326733	6.138856155	3.50624605	5.552453618	14.67282663	4.508978579	7.44105716	7.23772802	12.80341736	8.574505254	8.810411781	9.592620054	4.839057484	6.486233702	31.40919212	37.54250293	23.34393883	5.188120963	3.620940704	3.271886541	0	24.45452116	30.92649826	6.036955565	4.874956098	74.97064545	59.14432747	48.39336222	59.6307328
QD_2021_06_bin_152	Gammaproteobacteria	14.72293683	22.06466227	19.34112949	16.8445742	23.80256801	24.46627894	62.12354978	52.22378372	48.28158616	19.69875587	29.41803101	32.50850029	43.28137931	57.96358881	47.69781271	44.01517679	36.10200008	41.79128282	41.4432624	25.89469049	24.75145127	30.65977216	33.78212294	29.65421028	21.0128022	11.69471339	7.845417945	1.777270953	27.34405738	35.51568435	22.90816094	17.35171298	45.41830455	40.09727295	52.07781207	38.98298257
QD_2021_06_bin_16	Gammaproteobacteria	221.6056049	269.1245462	129.1349842	226.5145736	264.4304344	145.6822489	302.2910776	271.9472158	214.9046675	133.4005556	175.0533095	222.1382404	317.4372611	280.4086817	197.8552589	163.4411989	182.4097568	215.7551235	265.0892854	182.3869981	152.8609229	203.8411162	200.0105197	224.456912	223.0832487	233.7234791	159.6575323	2.647977941	118.4522393	103.9234478	270.110215	155.0717237	159.6888154	172.3761067	160.0758451	151.5876495
QD_2021_06_bin_211	Gammaproteobacteria	3.726023494	1.824740417	3.555005537	0.829351122	14.49167084	15.78855891	30.42037217	23.31309561	24.44856543	11.73711916	24.07626245	36.58907683	26.00310632	34.331034	17.44153133	35.66312295	32.86610733	49.6664975	25.43311498	13.23787911	14.36494341	23.88807537	23.69775949	26.97678996	3.544257929	2.060032733	1.765051799	36.0270967	28.39921936	35.35689219	4.14935497	2.887686611	64.95563914	59.79913728	48.28251347	53.43870515
QD_2021_06_bin_99	Gammaproteobacteria	4.925725077	5.29872263	1.036947102	4.338456894	4.511374272	3.143568376	5.30663464	7.855690266	7.375149389	2.845526755	9.439996989	9.129857979	6.875942144	5.188625405	2.493933291	12.43887363	8.590479416	7.374611447	9.872209618	5.688314346	6.270592708	10.53903637	13.04269436	12.61317877	0.424542375	2.025096992	0.849881925	0	12.34118501	17.56942392	3.961603665	1.71271878	21.05772956	17.66251795	17.79690385	17.47466564
QD_2020_12_bin_159	Gammaproteobacteria	3.146366785	3.810960116	2.840206711	3.558287946	3.999696673	2.657737942	5.603038507	6.597439038	4.074506849	3.270262723	4.62789205	4.866588446	9.08722148	6.272814059	7.944004877	6.266363144	5.442589706	4.360154433	4.255446856	3.756321446	2.932854995	3.103847961	2.906803462	4.339508013	3.784894629	2.54332523	3.859776654	0	3.289189722	2.994977712	2.958393703	2.98120612	2.570449246	2.721432773	2.18584464	2.23968596
QD_2020_08_bin_275	Gammaproteobacteria	34.15560529	15.49834248	56.0730777	23.39553493	40.46625816	5.990311236	21.05594317	8.376951207	27.68250907	5.010644589	1.604977813	0	16.87979057	13.31700701	32.62368594	0.001049803	0	0.685741781	13.92664628	0.360597797	1.189673189	0.095470093	0.11298115	1.353878022	73.21987279	56.60365548	3.36269771	0.582382238	0	0	27.76907757	0.181846798	0	0	0	0
QD_2021_02_bin_164	Gammaproteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.015193976	1.328406142	0.387907649	23.36957146	16.31599871	18.16669341	0.119770488	0.157744711	4.25953258	0.640016111	0	0	0	0	0	0	0	0
QD_2021_06_bin_118	Gammaproteobacteria	0	0.045125334	0.076506103	0	0	0	0.059277516	0.526628076	0	0.151530396	0.256995991	1.64270306	0	0.381409777	0.384076437	1.563568612	1.022196893	0.973768178	0.433772563	0.746308007	0.670937447	6.73782118	9.150657912	4.124741986	0.125858175	0	0.084066132	0	3.571822692	4.885424753	0.216001709	0.566089269	11.93243027	9.333877837	7.709907442	9.76633422
QD_2021_04_bin_207	Gammaproteobacteria	6.943764094	1.869837521	1.011097737	5.435585995	2.049711273	0.421108307	2.902731214	1.894346198	0.535677296	0	0	0	3.496658843	2.74815642	2.298692895	0	0	0	3.262649841	0	0.396564616	0.37653305	0.415060599	0.988331141	17.83558212	21.89808238	3.202867461	4.592154923	0	0	7.155789105	0	0	0	0	0
QD_2020_12_bin_9	Gammaproteobacteria	0.722452219	0	0.22832296	2.046612156	3.048562889	0.624150446	4.236012746	7.689463063	1.65838429	2.978953235	2.226179868	0.363378971	15.06983233	15.7500012	12.50142911	7.362899722	13.26014927	10.75718535	10.19963971	6.956357434	9.965917577	19.43193279	22.1528788	24.9372176	17.85770739	19.04627531	9.198420958	8.076635423	0.396135172	0.280887194	4.101966816	1.813303402	0.242074195	0.658374329	0.418237091	0.490693101
QD_2020_08_bin_134	Gammaproteobacteria	32.85042264	44.93307423	28.26122837	29.15657082	42.76775112	29.58600412	61.25119092	44.60420834	67.57374925	32.31806527	66.64949354	76.57178941	72.98780256	78.02403155	46.44064735	73.48516469	71.61583087	85.05115853	101.3113343	72.3142194	50.18384985	83.15060747	76.17119551	90.84388765	44.3775641	31.76861645	50.19737183	0	78.45062801	109.4201842	40.94922368	42.07610338	86.40723815	75.30616971	67.96284807	62.58951408
QD_2020_08_bin_153	Gammaproteobacteria	7.657014744	5.602602954	15.38851322	6.074670472	8.03849256	12.26725343	4.885219387	2.05499957	5.546577577	11.43649091	7.104421713	1.051515554	4.111431752	6.068161898	13.80264888	3.258099914	4.005820462	4.801454687	4.010029406	3.32609129	6.375482228	0.413374838	0.061998638	0.696570086	8.607086104	2.784492175	5.813449535	1.780881223	0.597981364	0.075904593	6.624752661	9.036507832	0	0	0.165713089	0
QD_2020_08_bin_187	Gammaproteobacteria	4.795528041	5.381975176	5.489909268	10.52214714	0.719689215	22.55599133	3.988201988	1.718806281	2.307168248	29.81401716	0	0	3.013311397	1.192453724	15.63615606	0	0	0	1.902600188	0	0	0	0	0	18.89670185	33.98024581	0.161696349	0	0	0	40.68198848	0.083824583	0	0	0	0
QD_2020_08_bin_73	Gammaproteobacteria	30.29811776	45.13194238	9.783525412	25.34356928	3.018306719	6.752727307	14.10260918	2.867989062	6.434507564	1.961329798	0.106281729	0	9.598107874	7.728037703	19.40232602	0	0	0	4.698028517	1.140643679	0	0	0	0.220999051	22.85654417	48.13580848	1.731326769	0	0	0	49.91478516	0.229184179	0	0	0	0
QD_2020_08_bin_87	Gammaproteobacteria	56.62270697	62.94636313	10.62141102	99.582311	0	9.601365874	0	0.305401447	0.98262291	35.53898771	1.02866503	0	1.029096756	1.850026463	29.48577714	0	0	0	0.323031086	0	0	0	0	0	7.686509827	0.368841788	0	9.451650434	0	0	0	0.618501925	0	0	0	0
QD_2020_12_bin_38	Gammaproteobacteria	67.10136108	154.5956677	7.263730818	37.48471336	4.001771296	33.37688557	28.22782519	7.880067983	11.34898127	37.63398833	0	0	21.72160403	22.40182482	170.3056146	0.41907254	0.56746721	1.470189369	11.12054586	0	1.178694562	0	0	1.324198157	173.8982451	142.5995125	11.77626119	12.03028337	0	0	97.2679882	2.262452162	0	0	0	0
QD_2021_02_bin_115	Gammaproteobacteria	12.70651158	12.76810841	5.662344707	11.46193443	15.8571161	9.785155674	23.87753592	12.35431999	15.20832737	6.028290605	10.64259351	7.926321137	18.77368338	12.88080095	8.369223602	9.752769182	9.255177323	11.31150182	18.53752619	13.47972931	11.85813681	11.3544933	11.46313855	13.34191497	10.22557215	12.57887032	4.024584112	55.02195282	7.702681155	8.679355706	15.2629566	6.210050417	10.90628712	10.47001051	13.25651071	7.167348196
QD_2021_06_bin_126	Gammaproteobacteria	8.332687247	2.426951355	4.983762226	4.25985211	3.939616875	0.048626038	10.58735778	2.221499756	0.93152907	0	0	0	5.689361317	3.496274045	1.32687981	0	0	0	2.101828346	0	0	0	0	0	10.63601318	131.8636637	0	128.9598767	0	0	116.8978853	0	0	0	0	0
QD_2020_10_bin_109	Gammaproteobacteria	22.32035322	9.294543644	11.39371275	9.993240963	34.70384911	32.99022127	22.41249089	50.67156824	31.23524113	15.52745106	21.5087683	15.93067442	29.18066129	23.00694222	15.88680598	13.38350222	14.86913579	20.36462491	22.42837628	17.69481468	15.10189549	13.67067207	17.02528577	10.81735578	10.96110637	19.43017201	7.269294909	8.88482889	11.54769802	5.093833859	20.02477806	7.948916286	6.660360718	15.51607571	18.13184192	19.19767857
QD_2021_04_bin_269	Gammaproteobacteria	0	0	0	0.792721927	1.281308348	0.921365517	0	0	0	0.801985004	0	0	0	0	0	0	0	0	6.731394892	3.360339307	6.818723023	7.146526793	9.999623478	10.720735	117.8408857	85.92028664	35.69540801	12.96892176	0	0	1.049807208	0.27915037	0	0	0	0
QD_2021_06_bin_156	Gammaproteobacteria	3.019230046	6.023558668	3.976997566	4.249678151	3.822745453	3.150312852	5.128419636	4.617961089	4.362547216	4.187573207	6.646493766	9.794610824	5.650430589	5.886549059	5.907608571	9.504699539	7.758590505	6.484889189	4.402424469	6.724853141	4.877421487	4.374017184	3.993197321	5.474103819	4.732288011	4.547750943	8.817163684	0.920339337	7.092201399	7.717712224	7.685046208	7.984791765	6.144343396	5.706005155	4.713974857	5.034063763
QD_2021_02_bin_113	Gammaproteobacteria	0	0	0	0.612397784	1.245415135	0.155243078	0	0.194141013	0.410688383	1.564966027	0.37716154	0.519753994	1.779539541	2.313665367	1.834234728	4.013252347	6.149409068	2.313787538	9.753275856	4.85365135	5.980179054	29.20472336	31.34353328	27.90182764	4.555529331	7.729441871	11.98648329	0	1.177523593	1.347086208	0.461222744	1.045293413	0.676625242	0.836127203	0.438627132	0.868340971
QD_2020_08_bin_297	Gammaproteobacteria	88.40314337	69.5688563	17.45633798	70.71258095	60.1033687	47.26505165	81.88478679	86.10943435	62.10225093	25.56784774	64.78983744	34.48693123	86.69687302	55.34987224	46.50512481	38.15744669	40.36568043	56.19391445	81.7779786	65.07904309	40.57809836	52.00028393	52.95158641	60.05786611	69.96594284	56.92261677	32.60955658	32.99834226	27.07114918	32.69310609	72.76215558	32.93997877	40.74335123	41.64374005	54.52990578	46.39994434
QD_2020_08_bin_38	Gammaproteobacteria	20.13509979	6.278264056	4.128073031	22.58515133	0.51999672	4.976932909	1.028204215	0.38729495	0.119287096	0.701566577	0	0	3.353946638	0.886742242	0.523966591	0	0	0	4.857809833	0.364923008	0.674884034	0.812808744	0.539127886	1.755687979	6.592231485	6.480201594	17.93324413	0.341886129	0	0	2.017895165	2.14120693	0	0	0	0
QD_2020_12_bin_160	Gammaproteobacteria	17.23704548	18.50670653	9.167280714	16.60467305	21.21960555	12.94317594	30.90343415	24.86558077	38.47500954	11.16849079	32.62785167	35.1034207	27.10353802	27.53815816	20.09981685	36.20265322	28.54174865	33.95108893	34.74860396	30.96393616	19.95885616	32.57970581	32.40076578	35.11818328	11.32969071	5.677204154	14.81713767	2.157073388	40.48736984	57.9953141	13.61525754	19.00123593	55.47916338	41.42182193	58.21887581	42.66730909
QD_2021_04_bin_110	Gammaproteobacteria	1.592468237	2.109197173	4.344642325	0.736734909	4.888979983	3.60626207	4.627811256	5.163420517	4.895011282	3.770452517	5.373843408	13.03749901	3.555313511	7.355372031	7.670462981	10.25526311	7.207766043	8.003260458	5.67363312	6.493647044	5.182725226	17.79999107	19.52455756	10.67112676	7.136822335	4.243956478	4.597644286	2.343360487	16.53990581	16.46235724	6.555495547	6.434754634	26.78769957	24.15652251	21.26191629	25.56991929
QD_2021_04_bin_151	Gammaproteobacteria	4.04215024	1.467210602	0.921426912	2.505078808	4.827663867	2.587211123	6.876488208	6.305801482	7.336258451	4.181665507	14.7383229	8.729157873	11.82318413	7.482666726	3.066791916	17.10359591	14.78552876	23.41091033	21.8899505	14.41140043	20.99233982	42.36597376	42.56492204	37.01723924	1.106595811	0.170378206	9.461631573	0.468191528	23.60784705	41.37057862	0.05714677	8.803442709	38.6759088	17.10642085	18.49774887	29.79782287
